oai_id,title,description,subject,creator,date,type,format,language,publisher,rights,source,relation,coverage,portal_url
info:ark/67531/metapth2554,"Letter to Cromwell Anson Jones, January 1873","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1873-01,Letter,Text,English,,,,,"United States - Texas - Walker County - San Jacinto | Civil War and Reconstruction, 1861-1876 | 1873-01",https://texashistory.unt.edu/ark:/67531/metapth2554/
info:ark/67531/metapth2687,"Letter to Cromwell Anson Jones, 9 January 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-01-09,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-01-09",https://texashistory.unt.edu/ark:/67531/metapth2687/
info:ark/67531/metapth2686,"Letter to Cromwell Anson Jones, 15 January 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-01-15,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-01-15",https://texashistory.unt.edu/ark:/67531/metapth2686/
info:ark/67531/metapth2685,"Letter to Cromwell Anson Jones, 1 February 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-02-01,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-02-01",https://texashistory.unt.edu/ark:/67531/metapth2685/
info:ark/67531/metapth2684,"Letter to Cromwell Anson Jones, 18 February 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-02-18,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-02-18",https://texashistory.unt.edu/ark:/67531/metapth2684/
info:ark/67531/metapth2683,"Letter to Cromwell Anson Jones, 10 March 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-03-10,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-03-10",https://texashistory.unt.edu/ark:/67531/metapth2683/
info:ark/67531/metapth2682,"Letter to Cromwell Anson Jones, 20 March 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-03-20,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-03-20",https://texashistory.unt.edu/ark:/67531/metapth2682/
info:ark/67531/metapth2681,"Letter to Cromwell Anson Jones, 1 April 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-04-01,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-04-01",https://texashistory.unt.edu/ark:/67531/metapth2681/
info:ark/67531/metapth2680,"Letter to Cromwell Anson Jones, 5 April 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-04-05,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-04-05",https://texashistory.unt.edu/ark:/67531/metapth2680/
info:ark/67531/metapth2679,"Letter to Cromwell Anson Jones, 13 April 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-04-13,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-04-13",https://texashistory.unt.edu/ark:/67531/metapth2679/
info:ark/67531/metapth2678,"Letter to Cromwell Anson Jones, 28 May 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-05-28,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-05-28",https://texashistory.unt.edu/ark:/67531/metapth2678/
info:ark/67531/metapth2677,"Letter to Cromwell Anson Jones, 1 June 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-06-01,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-06-01",https://texashistory.unt.edu/ark:/67531/metapth2677/
info:ark/67531/metapth2676,"Letter to Cromwell Anson Jones, 4 June 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-06-04,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-06-04",https://texashistory.unt.edu/ark:/67531/metapth2676/
info:ark/67531/metapth2675,"Letter to Cromwell Anson Jones, 10 June 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-06-10,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-06-10",https://texashistory.unt.edu/ark:/67531/metapth2675/
info:ark/67531/metapth2674,"Letter to Cromwell Anson Jones, 23 August 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-08-23,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-08-23",https://texashistory.unt.edu/ark:/67531/metapth2674/
info:ark/67531/metapth2673,"Letter to Cromwell Anson Jones, 1 September 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-09-01,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-09-01",https://texashistory.unt.edu/ark:/67531/metapth2673/
info:ark/67531/metapth2672,"Letter to Cromwell Anson Jones, 13 September 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-09-13,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-09-13",https://texashistory.unt.edu/ark:/67531/metapth2672/
info:ark/67531/metapth2671,"Letter to Cromwell Anson Jones, 27 September 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-09-27,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-09-27",https://texashistory.unt.edu/ark:/67531/metapth2671/
info:ark/67531/metapth2670,"Letter to Cromwell Anson Jones, 13 October 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-10-13,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-10-13",https://texashistory.unt.edu/ark:/67531/metapth2670/
info:ark/67531/metapth2669,"Letter to Cromwell Anson Jones, 25 October 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-10-25,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-10-25",https://texashistory.unt.edu/ark:/67531/metapth2669/
info:ark/67531/metapth2668,Letter to Cromwell Anson Jones 29 October [1878],"Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-10-29,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-10-29",https://texashistory.unt.edu/ark:/67531/metapth2668/
info:ark/67531/metapth2667,"Letter to Cromwell Anson Jones, 1 November 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-11-01,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-11-01",https://texashistory.unt.edu/ark:/67531/metapth2667/
info:ark/67531/metapth2666,"Letter to Cromwell Anson Jones, 2 November 1878","Letter to Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-11-02,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-11-02",https://texashistory.unt.edu/ark:/67531/metapth2666/
info:ark/67531/metapth2665,"Letter to Cromwell Anson Jones, 6 November 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-11-06,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-11-06",https://texashistory.unt.edu/ark:/67531/metapth2665/
info:ark/67531/metapth2664,"Letter to Cromwell Anson Jones, 24 November 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-11-24,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-11-24",https://texashistory.unt.edu/ark:/67531/metapth2664/
info:ark/67531/metapth2663,"Letter to Cromwell Anson Jones, 9 December 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-12-09,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-12-09",https://texashistory.unt.edu/ark:/67531/metapth2663/
info:ark/67531/metapth2662,"Letter to Cromwell Anson Jones, 15 December 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-12-15,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-12-15",https://texashistory.unt.edu/ark:/67531/metapth2662/
info:ark/67531/metapth2661,"Letter to Cromwell Anson Jones, 27 December 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-12-27,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-12-27",https://texashistory.unt.edu/ark:/67531/metapth2661/
info:ark/67531/metapth2660,"Letter to Cromwell Anson Jones, 29 December 1878","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1878-12-29,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1878-12-29",https://texashistory.unt.edu/ark:/67531/metapth2660/
info:ark/67531/metapth2659,"Letter to Cromwell Anson Jones, 3 January 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-01-03,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-01-03",https://texashistory.unt.edu/ark:/67531/metapth2659/
info:ark/67531/metapth2658,"Letter to Cromwell Anson Jones, 8 [January] 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-01-08,Letter,Text,English,,Public,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-01-08",https://texashistory.unt.edu/ark:/67531/metapth2658/
info:ark/67531/metapth2657,"Letter to Cromwell Anson Jones, 23 January 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-01-23,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-01-23",https://texashistory.unt.edu/ark:/67531/metapth2657/
info:ark/67531/metapth2656,"Letter to Cromwell Anson Jones, 4 February 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-02-04,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-02-04",https://texashistory.unt.edu/ark:/67531/metapth2656/
info:ark/67531/metapth2655,"Letter to Cromwell Anson Jones, 14 February 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-02-14,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-02-14",https://texashistory.unt.edu/ark:/67531/metapth2655/
info:ark/67531/metapth2654,"Letter to Cromwell Anson Jones, 17 Februrary 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-02-17,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-02-17",https://texashistory.unt.edu/ark:/67531/metapth2654/
info:ark/67531/metapth2653,"Letter to Cromwell Anson Jones, 25 February 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-02-25,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-02-25",https://texashistory.unt.edu/ark:/67531/metapth2653/
info:ark/67531/metapth2652,"Letter to Cromwell Anson Jones, 11 March 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-03-11,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-03-11",https://texashistory.unt.edu/ark:/67531/metapth2652/
info:ark/67531/metapth2651,"Letter to Cromwell Anson Jones, 22 May 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-05-11,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-05-11",https://texashistory.unt.edu/ark:/67531/metapth2651/
info:ark/67531/metapth2650,"Letter to Cromwell Anson Jones, 19 July 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-07-19,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-07-19",https://texashistory.unt.edu/ark:/67531/metapth2650/
info:ark/67531/metapth2649,"Letter to Cromwell Anson Jones, 12 October 1879","Letter from Mary Jones, wife of the president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-10-12,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-10-12",https://texashistory.unt.edu/ark:/67531/metapth2649/
info:ark/67531/metapth2648,"Letter to Cromwell Anson Jones, 30 October 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-10-30,Letter,Text,English,,,,,"United States - Texas - Navarro County - Dresden | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-10-30",https://texashistory.unt.edu/ark:/67531/metapth2648/
info:ark/67531/metapth2647,"Letter to Cromwell Anson Jones, 1 November 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones",,1879-11-01,Letter,Text,English,,,,,"United States - Texas - Navarro County - Dresden | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-11-01",https://texashistory.unt.edu/ark:/67531/metapth2647/
info:ark/67531/metapth2646,"Letter to Cromwell Anson Jones, 14 December 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-12-14,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-12-14",https://texashistory.unt.edu/ark:/67531/metapth2646/
info:ark/67531/metapth2645,"Letter to Cromwell Anson Jones, 16 [December] 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879-02-16,Letter,Text,English,,Public,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879-02-16",https://texashistory.unt.edu/ark:/67531/metapth2645/
info:ark/67531/metapth2644,"Letter to Cromwell Anson Jones, 27 1879","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1879~,Letter,Text,English,,Public,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1879",https://texashistory.unt.edu/ark:/67531/metapth2644/
info:ark/67531/metapth2643,"Letter to Cromwell Anson Jones, [7 January 1880]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1880-01-07,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1880-01-07",https://texashistory.unt.edu/ark:/67531/metapth2643/
info:ark/67531/metapth2642,"Letter to Cromwell Anson Jones, 6 November [1880]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1880-11-06,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1880-11-06",https://texashistory.unt.edu/ark:/67531/metapth2642/
info:ark/67531/metapth2641,"Letter to Cromwell Anson Jones, 8 November [1880]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1880-11-08,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1880-11-08",https://texashistory.unt.edu/ark:/67531/metapth2641/
info:ark/67531/metapth2640,"Letter to Cromwell Anson Jones, 12 November 1880","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1880-11-12,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1880-11-12",https://texashistory.unt.edu/ark:/67531/metapth2640/
info:ark/67531/metapth2639,"Letter to Cromwell Anson Jones, 23 November 1880","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1880-11-23,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1880-11-23",https://texashistory.unt.edu/ark:/67531/metapth2639/
info:ark/67531/metapth2638,"Letter to Cromwell Anson Jones, 25 November [1880]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1880-11-25,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1880-11-25",https://texashistory.unt.edu/ark:/67531/metapth2638/
info:ark/67531/metapth2635,"Letter to Cromwell Anson Jones, 30 November 1880","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1880-11-30,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1880-11-30",https://texashistory.unt.edu/ark:/67531/metapth2635/
info:ark/67531/metapth2634,"Letter to Cromwell Anson Jones, 3 December [1880]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1880-12-03,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1880-12-03",https://texashistory.unt.edu/ark:/67531/metapth2634/
info:ark/67531/metapth2633,"Letter to Cromwell Anson Jones, [5 December 1880]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1880-12-05,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1880-12-05",https://texashistory.unt.edu/ark:/67531/metapth2633/
info:ark/67531/metapth2630,"Letter to Cromwell Anson Jones, 14 May 1881","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1881-05-24,Letter,Text,English,,,,,"United States - Texas - Montgomery County - Willis | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1881-05-24",https://texashistory.unt.edu/ark:/67531/metapth2630/
info:ark/67531/metapth2629,"Letter to Cromwell Anson Jones, 7 July 1881","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1881-07-07,Letter,Text,English,,,,,"United States - Texas - Hardin County - Sour Lake | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1881-07-07",https://texashistory.unt.edu/ark:/67531/metapth2629/
info:ark/67531/metapth2628,"Letter to Cromwell Anson Jones, 9 July 1881","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1881-07-09,Letter,Text,English,,,,,"New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1881-07-09",https://texashistory.unt.edu/ark:/67531/metapth2628/
info:ark/67531/metapth2627,"Letter to Cromwell Anson Jones, [12 July 1881]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1881-07-12,Letter,Text,English,,,,,"United States - Texas - Hardin County - Sour Lake | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1881-07-12",https://texashistory.unt.edu/ark:/67531/metapth2627/
info:ark/67531/metapth2626,"Letter to Cromwell Anson Jones, 14 July 1881","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1881-07-14,Letter,Text,English,,,,,"United States - Texas - Hardin County - Sour Lake | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1881-07-14",https://texashistory.unt.edu/ark:/67531/metapth2626/
info:ark/67531/metapth2625,"Letter to Cromwell Anson Jones, 16 July [1881]","Letter from Mary Jones, wife of the last president of the Republic of Texas.","Jones, Mary Smith McCrory, 1819-1907 -- Correspondence. | Letters | People - Individuals - Mary Jones","Jones, Mary Smith McCrory",1881-07-16,Letter,Text,English,,,,,"United States - Texas - Hardin County - Sour Lake | New South, Populism, Progressivism, and the Great Depression, 1877-1939 | 1881-07-16",https://texashistory.unt.edu/ark:/67531/metapth2625/
